s11 X,s11 YRe,s11 YReImag
1000000,0.9999964469545679,-0.001884948887464419
5999000,0.9998721489437459,-0.01130640128891323
10998000,0.9995704213777186,-0.02072182633702082
15997000,0.9990915861140683,-0.03012621253920016
20996000,0.9984361533346766,-0.03951456800912641
25995000,0.997604820188507,-0.0488819292828005
30994000,0.9965984689415746,-0.05822337002897187
35993000,0.9954181646432516,-0.06753400962199926
40992000,0.9940651523203938,-0.0768090215461007
45991000,0.9925408537130198,-0.08604364160100456
50990000,0.9908468635674323,-0.09523317588025783
55989000,0.9889849455046664,-0.1043730084948589
60988000,0.9869570274840647,-0.1134586090164487
65987000,0.9847651968834794,-0.1224855396160056
70986000,0.9824116952191906,-0.1314494618758183
75985000,0.979898912530023,-0.1403461432544592
80984000,0.9772293814513637,-0.1491714631865103
85983000,0.9744057710058132,-0.1579214188009033
90982000,0.9714308801380582,-0.166592130243898
95981000,0.9683076310222063,-0.1751798455949247
100980000,0.9650390621702809,-0.1836809453657338
105979000,0.9616283213708658,-0.1920919465755193
110978000,0.9580786584869714,-0.2004095063968901
115977000,0.9543934181421017,-0.2086304253697343
120976000,0.9505760323232522,-0.2167516501821521
125975000,0.9466300129291247,-0.2247702760196973
130974000,0.9425589442912696,-0.2326835484861576
135973000,0.9383664756951311,-0.240488865101008
140972000,0.9340563139271012,-0.2481837763804754
145971000,0.9296322158727035,-0.2557659865108503
150970000,0.9250979811899129,-0.2632333536242631
155969000,0.9204574450804364,-0.2705838896886015
160968000,0.9157144711804726,-0.2778157600245763
165967000,0.9108729445911286,-0.2849272824641412
170966000,0.9059367650672454,-0.2919169261655432
175965000,0.9009098403819276,-0.2987833101012006
180964000,0.8957960798825766,-0.3055252012354113
185963000,0.8905993882527117,-0.312141512409546
190962000,0.8853236594923397,-0.3186312999529162
195961000,0.8799727711281213,-0.3249937610379039
200960000,0.8745505786630541,-0.3312282307982181
205959000,0.8690609102739331,-0.3373341792293009
210958000,0.8635075617633816,-0.3433112078899473
215957000,0.8578942917718275,-0.3491590464241474
220956000,0.852224817253449,-0.3548775489219821
225955000,0.846502809218793,-0.3604666901381654
230954000,0.8407318887455131,-0.3659265615864667
235953000,0.8349156232574877,-0.3712573675278388
240952000,0.8290575230714654,-0.3764594208695803
245951000,0.8231610382093153,-0.3815331389923114
250950000,0.8172295554729949,-0.3864790395209312
255949000,0.8112663957784521,-0.3912977360550749
260948000,0.8052748117438124,-0.3959899338738885
265947000,0.7992579855265056,-0.4005564256292178
270946000,0.7932190269032482,-0.4049980870405503
275945000,0.7871609715862409,-0.4093158726042809
280944000,0.7810867797683774,-0.4135108113290824
285943000,0.7749993348898119,-0.4175840025083785
290942000,0.76890144261784,-0.4215366115401119
295941000,0.762795830031709,-0.425369865803216
300940000,0.7566851450037251,-0.4290850505994203
305939000,0.7505719557678014,-0.4326835051682338
310938000,0.7444587506664533,-0.4361666187822148
315937000,0.7383479380671434,-0.4395358269288809
320936000,0.732241846438846,-0.4427926075849103
325935000,0.7261427245796694,-0.445938477587591
330934000,0.7200527419864549,-0.4489749891078054
335933000,0.7139739893573172,-0.451903726228211
340932000,0.7079084792182204,-0.4547263016296628
345931000,0.7018581466648366,-0.4574443533883479
350930000,0.6958248502110913,-0.4600595418855628
355929000,0.6898103727360143,-0.4625735468315386
360928000,0.6838164225207282,-0.4649880644042546
365927000,0.6778446343676556,-0.46730480450371
370926000,0.6718965707942695,-0.469525488121723
375925000,0.6659737232939962,-0.471651844826929
380924000,0.6600775136571488,-0.4736856103642987
385923000,0.6542092953450669,-0.4756285243681627
390922000,0.6483703549109265,-0.4774823281874453
395921000,0.6425619134609932,-0.4792487628215238
400920000,0.6367851281503796,-0.4809295669649054
405919000,0.6310410937076854,-0.4825264751586792
410918000,0.6253308439831922,-0.4840412160465348
415917000,0.6196553535155795,-0.4854755107329369
420916000,0.6140155391124387,-0.4868310712409382
425915000,0.6084122614401333,-0.488109599066963
430914000,0.6028463266188571,-0.4893127838297985
435913000,0.5973184878190074,-0.4904423020109488
440912000,0.5918294468552643,-0.4914998157834369
445911000,0.5863798557750333,-0.4924869719260865
450910000,0.580970318438162,-0.4934054008202856
455909000,0.5756013920850842,-0.4942567155262013
460908000,0.5702735888907791,-0.495042510935424
465907000,0.5649873775021734,-0.4957643629969961
470906000,0.5597431845568099,-0.4964238280138221
475905000,0.5545413961808316,-0.497022442006453
480904000,0.5493823594645244,-0.4975617201412914
485903000,0.5442663839138322,-0.4980431562202861
490902000,0.5391937428764677,-0.4984682222292436
495901000,0.5341646749413775,-0.4988383679419268
500900000,0.5291793853105029,-0.4991550205771759
505899000,0.5242380471419159,-0.4994195845063432
510898000,0.5193408028635513,-0.4996334410084038
515897000,0.5144877654568905,-0.4997979480701714
520896000,0.5096790197100729,-0.4999144402291198
525895000,0.5049146234400326,-0.4999842284563873
530894000,0.5001946086833453,-0.5000086000776182
535893000,0.4955189828556019,-0.4999888187293673
540892000,0.4908877298791776,-0.4999261243488775
545891000,0.4863008112793881,-0.4998217331951172
550890000,0.4817581672490687,-0.4996768378990399
555889000,0.4772597176817137,-0.4994926075411166
560888000,0.4728053631733484,-0.4992701877542506
565887000,0.4683949859933916,-0.4990107008502866
570886000,0.4640284510248018,-0.498715245968384
575885000,0.4597056066738605,-0.4983848992436006
580884000,0.4554262857499844,-0.4980207139941205
585883000,0.4511903063159901,-0.4976237209256144
590882000,0.446997472509284,-0.4971949283513098
595881000,0.4428475753344745,-0.4967353224263958
600880000,0.4387403934279184,-0.4962458673954792
605879000,0.4346756937947571,-0.4957275058518547
610878000,0.4306532325189998,-0.4951811590074248
615877000,0.4266727554472372,-0.4946077269721626
620876000,0.4227339988465815,-0.4940080890420799
625875000,0.4188366900374327,-0.493383103994699
630874000,0.4149805480016897,-0.492733610391114
635873000,0.4111652839670219,-0.492060426883746
640872000,0.4073906019678293,-0.4913643525289777
645871000,0.4036561993835097,-0.4906461671038862
650870000,0.3999617674546645,-0.4899066314263406
655869000,0.3963069917778665,-0.4891464876777864
660868000,0.3926915527796064,-0.4883664597280717
665867000,0.3891151261700447,-0.4875672534617178
670866000,0.3855773833771707,-0.4867495571050773
675865000,0.3820779919619814,-0.4859140415538524
680864000,0.3786166160152808,-0.4850613607005
685863000,0.3751929165366756,-0.4841921517610605
690862000,0.3718065517963709,-0.4833070356010036
695861000,0.3684571776803165,-0.4824066170597008
700860000,0.3651444480192814,-0.4814914852731673
705859000,0.3618680149023934,-0.4805622139947495
710858000,0.3586275289756982,-0.4796193619134532
715857000,0.3554226397262519,-0.4786634729696385
720856000,0.3522529957522786,-0.4776950766678288
725855000,0.3491182450198826,-0.4767146883864041
730854000,0.3460180351068176,-0.4757228096839718
735853000,0.3429520134337936,-0.4747199286022267
740852000,0.3399198274837825,-0.4737065199651286
